,province,municipality,latitude,longitude,detalles,calle,barrio,distrito
214,Toledo,Yeles,40.1218293,-3.8047614,"{'road': 'Travesía Barrio del Pilar', 'hamlet': 'Camino de Yuncos', 'village': 'Yeles', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45220', 'country': 'España', 'country_code': 'es'}",Travesía Barrio del Pilar,,
215,Madrid,Rivas-Vaciamadrid,40.3413759,-3.5316501,"{'road': 'Calle de Beatriz Galindo', 'neighbourhood': 'Sector 7', 'suburb': 'Rivas Centro', 'town': 'Rivas-Vaciamadrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28529', 'country': 'España', 'country_code': 'es'}",Calle de Beatriz Galindo,Sector 7,Rivas Centro
216,Toledo,Seseña,40.1364479,-3.6657006,"{'road': 'Calle Van Gogh', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle Van Gogh,,Urbanización el Quiñón
217,Toledo,Yeles,40.1208638,-3.8042647,"{'amenity': 'Bar Escalón', 'house_number': '5', 'road': 'Avenida Rufino Rubio', 'hamlet': 'Camino de Yuncos', 'village': 'Yeles', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45220', 'country': 'España', 'country_code': 'es'}","Avenida Rufino Rubio, 2",,
218,Toledo,Fuensalida,40.0522725,-4.2100279,"{'amenity': 'Convento del Espíritu Santo', 'road': 'Calle Santísima Trinidad', 'town': 'Fuensalida', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45510', 'country': 'España', 'country_code': 'es'}",Calle Santísima Trinidad,,
219,Toledo,Seseña,40.1280863,-3.6710106,"{'house_number': '9', 'road': 'Calle de Clauido Coello', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle de Clauido Coello,,Urbanización el Quiñón
220,Madrid,Madrid,40.4430571,-3.584077,"{'house_number': '61', 'road': 'Calle de Deyanira', 'neighbourhood': 'Ciudad Pegaso', 'quarter': 'Rejas', 'suburb': 'San Blas - Canillejas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28022', 'country': 'España', 'country_code': 'es'}",Calle de Deyanira,Rejas,San Blas - Canillejas
221,Madrid,Getafe,40.3127355,-3.7210287,"{'house_number': '34', 'road': 'Avenida de España', 'suburb': 'Juan de la Cierva', 'city_district': 'Juan de la Cierva', 'city': 'Getafe', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28903', 'country': 'España', 'country_code': 'es'}",Avenida de España,,Juan de la Cierva
222,Madrid,Mataelpino,40.7351814,-3.9480239,"{'road': 'Avenida de los Linares', 'suburb': 'La Ponderosa de la Sierra', 'village': 'Mataelpino', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28492', 'country': 'España', 'country_code': 'es'}",Avenida de los Linares,,La Ponderosa de la Sierra
223,Madrid,San Fernando de Henares,40.4265112,-3.5307456,"{'house_number': '15', 'road': 'Calle de la Presa', 'town': 'San Fernando de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28830', 'country': 'España', 'country_code': 'es'}",Calle de la Presa,,Montserrat - Parque Empresarial
224,Madrid,Villa del Prado,40.2789466,-4.3049356,"{'road': 'Calle del Cerro', 'village': 'Villa del Prado', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28630', 'country': 'España', 'country_code': 'es'}",Calle del Cerro,,
225,Toledo,El Viso de San Juan,40.1438987,-3.9229105,"{'road': 'Calle Caño', 'residential': 'El Viso de San Juan', 'village': 'El Viso de San Juan', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45215', 'country': 'España', 'country_code': 'es'}",Calle Caño,El Viso de San Juan,
226,Madrid,Madrid,40.3938982,-3.7281276,"{'road': 'Calle de Alarico', 'quarter': 'San Isidro', 'suburb': 'Carabanchel', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28019', 'country': 'España', 'country_code': 'es'}",Calle de Alarico,San Isidro,Carabanchel
227,Madrid,Villa del Prado,40.2796466,-4.3053356,"{'road': 'Calle del Cerro', 'village': 'Villa del Prado', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28630', 'country': 'España', 'country_code': 'es'}",Calle del Cerro,,
228,Madrid,Madrid,40.3418997,-3.6883697,"{'road': 'Calle de Godella', 'quarter': 'San Cristóbal', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Calle de Godella,San Cristóbal,Villaverde
229,Madrid,Madrid,40.4049726,-3.6047164,"{'house_number': '24', 'road': 'Calle de Mercurio', 'quarter': 'Casco Histórico de Vicálvaro', 'suburb': 'Vicálvaro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28032', 'country': 'España', 'country_code': 'es'}",Calle de Mercurio,Casco Histórico de Vicálvaro,Vicálvaro
230,Madrid,Aranjuez,40.0565099,-3.5934267,"{'house_number': '18', 'road': 'Calle de Cáceres', 'quarter': 'Cáceres', 'village': 'La Montaña', 'town': 'Aranjuez', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28300', 'country': 'España', 'country_code': 'es'}",Calle de Cáceres,Cáceres,
231,Madrid,Madrid,40.3571834,-3.6915155,"{'leisure': 'Félix Rubio', 'road': 'Calle de la Alianza', 'neighbourhood': 'Villaverde Bajo', 'quarter': 'Los Rosales', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28041', 'country': 'España', 'country_code': 'es'}",Calle de la Alianza,Los Rosales,Villaverde
232,Madrid,Madrid,40.4064335,-3.6985906,"{'house_number': '28', 'road': 'Ronda de Atocha', 'neighbourhood': 'Lavapiés', 'quarter': 'Embajadores', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28012', 'country': 'España', 'country_code': 'es'}",Ronda de Atocha,Lavapiés-Embajadores,Centro
233,Madrid,Aranjuez,40.0299792,-3.595984,"{'house_number': '28', 'road': 'Calle de la Cruz', 'quarter': 'Nuevo Aranjuez', 'town': 'Aranjuez', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28300', 'country': 'España', 'country_code': 'es'}",Calle de la Cruz,Nuevo Aranjuez,Nuevo Aranjuez-Ciudad de las Artes
234,Madrid,Aranjuez,40.0557898,-3.5922225,"{'house_number': '9', 'road': 'Calle de la Ruta del Incienso', 'quarter': 'Cáceres', 'village': 'La Montaña', 'town': 'Aranjuez', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28300', 'country': 'España', 'country_code': 'es'}",Calle de la Ruta del Incienso,Cáceres,La Montaña-El Cortijo
235,Madrid,Alcalá de Henares,40.4834597,-3.3519837,"{'house_number': '4', 'road': 'Avenida de Castilla', 'suburb': 'Virgen del Val', 'city_district': 'Distrito V', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28804', 'country': 'España', 'country_code': 'es'}",Avenida de Castilla,,Virgen del Val
236,Madrid,Madrid,40.4282477,-3.6689173,"{'road': 'Calle de Francisco Silvela', 'quarter': 'Lista', 'suburb': 'Salamanca', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28028', 'country': 'España', 'country_code': 'es'}",Calle de Francisco Silvela,Lista,Barrio de Salamanca
237,Toledo,Mocejón,39.9332884,-3.9223194,"{'road': 'av. America', 'village': 'Mocejón', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45270', 'country': 'España', 'country_code': 'es'}",av. America,,
238,Madrid,Madrid,40.444004,-3.584382,"{'house_number': '44', 'road': 'Calle de Pirra', 'quarter': 'Rejas', 'suburb': 'San Blas - Canillejas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28042', 'country': 'España', 'country_code': 'es'}",Calle de Pirra,Rejas,San Blas - Canillejas
239,Madrid,Pinto,40.2389218,-3.7030263,"{'town': 'Pinto', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28320', 'country': 'España', 'country_code': 'es'}",Calle de Pedro Faura,,San José - Buenos Aires
240,Madrid,Los Molinos,40.7039311,-4.0705474,"{'road': 'Calle San Agustín', 'suburb': 'Matarrubia', 'village': 'Los Molinos', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28460', 'country': 'España', 'country_code': 'es'}",Calle San Agustín,,Matarrubia
241,Madrid,Tres Cantos,40.6038483,-3.6957713,"{'road': 'Avenida de la Industria', 'industrial': 'Polígono Industrial Tres Cantos', 'suburb': 'Soto de Viñuelas', 'town': 'Tres Cantos', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28760', 'country': 'España', 'country_code': 'es'}",Avenida de la Industria,,Soto de Viñuelas
242,Madrid,Madrid,40.4514903,-3.649443,"{'road': 'Calle de Asura', 'quarter': 'San Juan Bautista', 'suburb': 'Ciudad Lineal', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28027', 'country': 'España', 'country_code': 'es'}",Calle de Asura,San Juan Bautista,Ciudad Lineal
243,Madrid,San Lorenzo de el Escorial,40.5938213,-4.1482372,"{'house_number': '6', 'road': 'Travesía Casillas', 'town': 'San Lorenzo de El Escorial', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28200', 'country': 'España', 'country_code': 'es'}",Travesía Casillas,,Centro - Casco Histórico
244,Toledo,Illescas,40.1493667,-3.8348124,"{'road': 'Calle de Ernesto Sábato', 'quarter': 'El Señorío de Illescas', 'town': 'Illescas', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45200', 'country': 'España', 'country_code': 'es'}",Calle de Ernesto Sábato,El Señorío de Illescas,Señorío de Illescas
245,Madrid,Torrejón de Ardoz,40.4430651,-3.4659877,"{'house_number': '2', 'road': 'Calle del Valle de Amblés', 'suburb': 'El Castillo', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28859', 'country': 'España', 'country_code': 'es'}",Calle del Valle de Amblés,,El Castillo
246,Madrid,Torrejón de Ardoz,40.4430651,-3.4659877,"{'house_number': '2', 'road': 'Calle del Valle de Amblés', 'suburb': 'El Castillo', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28859', 'country': 'España', 'country_code': 'es'}",Calle del Valle de Amblés,,El Castillo
247,Madrid,Alcalá de Henares,40.5126166,-3.3694194,"{'road': 'Calle de Álvaro Mutis', 'residential': 'Espartales Norte', 'suburb': 'Espartales', 'city_district': 'Distrito IV', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28806', 'country': 'España', 'country_code': 'es'}",Calle de Álvaro Mutis,Espartales Norte,Espartales
248,Madrid,Torrejón de Ardoz,40.4430651,-3.4659877,"{'house_number': '2', 'road': 'Calle del Valle de Amblés', 'suburb': 'El Castillo', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28859', 'country': 'España', 'country_code': 'es'}",Calle del Valle de Amblés,,El Castillo
249,Madrid,Torrejón de Ardoz,40.4430651,-3.4659877,"{'house_number': '2', 'road': 'Calle del Valle de Amblés', 'suburb': 'El Castillo', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28859', 'country': 'España', 'country_code': 'es'}",Calle del Valle de Amblés,,El Castillo
250,Madrid,Torrejón de Ardoz,40.4430651,-3.4659877,"{'house_number': '2', 'road': 'Calle del Valle de Amblés', 'suburb': 'El Castillo', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28859', 'country': 'España', 'country_code': 'es'}",Calle del Valle de Amblés,,El Castillo
251,Madrid,Madrid,40.4492198,-3.7054938,"{'house_number': '6', 'road': 'Calle de Tenerife', 'quarter': 'Bellas Vistas', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28039', 'country': 'España', 'country_code': 'es'}",Calle de Tenerife,Bellas Vistas,Tetuán
252,Madrid,Torrejón de Ardoz,40.4430651,-3.4659877,"{'house_number': '2', 'road': 'Calle del Valle de Amblés', 'suburb': 'El Castillo', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28859', 'country': 'España', 'country_code': 'es'}",Calle del Valle de Amblés,,El Castillo
257,Madrid,Torrejón de Ardoz,40.4430651,-3.4659877,"{'house_number': '2', 'road': 'Calle del Valle de Amblés', 'suburb': 'El Castillo', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28859', 'country': 'España', 'country_code': 'es'}",Calle del Valle de Amblés,,El Castillo
258,Madrid,Madrid,40.4608285,-3.6988899,"{'amenity': 'Mercado Municipal de Tetuán', 'house_number': '4', 'road': 'Calle del Marqués de Viana', 'quarter': 'Berruguete', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28039', 'country': 'España', 'country_code': 'es'}",Calle del Marqués de Viana,Berruguete,Tetuán
259,Madrid,Alcalá de Henares,40.484995,-3.3643476,"{'road': 'Vía Complutense', 'neighbourhood': 'San Isidro', 'city_district': 'Distrito I', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28807', 'country': 'España', 'country_code': 'es'}",Vía Complutense,San Isidro,Casco Histórico
260,Madrid,Parla,40.2377276,-3.7780729,"{'road': 'Calle Cafarnaún', 'suburb': 'La Laguna', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28982', 'country': 'España', 'country_code': 'es'}",Calle Cafarnaún,,La Laguna
261,Madrid,Colmenar Viejo,40.6608574,-3.7674572,"{'house_number': '19', 'road': 'Calle Retama', 'neighbourhood': 'Plaza de los Residenciales', 'town': 'Colmenar Viejo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28770', 'country': 'España', 'country_code': 'es'}",Calle Retama,Plaza de los Residenciales,Centro
262,Madrid,Móstoles,40.3206268,-3.8622583,"{'house_number': '1', 'road': 'Calle Valladolid', 'neighbourhood': 'Villafontana I', 'city': 'Móstoles', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28931', 'country': 'España', 'country_code': 'es'}",Calle Valladolid,Villafontana I,Centro
263,Madrid,Alcalá de Henares,40.4737561,-3.3762869,"{'road': 'Calle Doncel', 'residential': 'Consejo de Barrio 5. Distrito II', 'suburb': 'Reyes Católicos', 'city_district': 'Distrito II', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28803', 'country': 'España', 'country_code': 'es'}",Calle Doncel,Consejo de Barrio 5. Distrito II,Reyes Católicos
264,Toledo,Yeles,40.1196695,-3.8065685,"{'road': 'Travesía Illescas', 'hamlet': 'Camino de Yuncos', 'village': 'Yeles', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45220', 'country': 'España', 'country_code': 'es'}",Travesía Illescas,,
265,Madrid,Collado Villalba,40.6297309,-4.0042674,"{'house_number': '27', 'road': 'Calle de la Fuente', 'quarter': 'La Estrella', 'suburb': 'La Estación', 'town': 'Collado Villalba', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28400', 'country': 'España', 'country_code': 'es'}",Calle de la Fuente,La Estrella,La Estación
266,Madrid,Getafe,40.3132454,-3.7302507,"{'house_number': '18', 'road': 'Calle Pizarro', 'suburb': 'Centro', 'city_district': 'Centro', 'city': 'Getafe', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28902', 'country': 'España', 'country_code': 'es'}","Calle Pizarro, 16",,Centro
267,Toledo,Seseña,40.1269066,-3.6720468,"{'road': 'Calle Rubens', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle Rubens,,Urbanización el Quiñón
268,Madrid,Parla,40.2400853,-3.7762193,"{'road': 'Calle La Paloma', 'suburb': 'La Laguna', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28981', 'country': 'España', 'country_code': 'es'}",Calle La Paloma,,La Laguna
269,Madrid,Madrid,40.3757382,-3.7772753,"{'road': 'Calle de Navalmoral de la Mata', 'quarter': 'Las Águilas', 'suburb': 'Latina', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28917', 'country': 'España', 'country_code': 'es'}",Calle de Navalmoral de la Mata,Las Águilas,Latina
270,Madrid,Madrid,40.3784325,-3.7476971,"{'amenity': 'Bar los Pérez', 'road': 'Calle de Eugenia de Montijo', 'neighbourhood': 'Colonia de la Prensa', 'quarter': 'Puerta Bonita', 'suburb': 'Carabanchel', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28025', 'country': 'España', 'country_code': 'es'}",Calle de Eugenia de Montijo,Puerta Bonita,Carabanchel
271,Madrid,Madrid,40.3921768,-3.7221391,"{'house_number': '19', 'road': 'Calle del Radio', 'quarter': 'Opañel', 'suburb': 'Carabanchel', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28019', 'country': 'España', 'country_code': 'es'}","Calle del Radio, 15",Opañel,Carabanchel
272,Madrid,Aranjuez,40.0282361,-3.5950227,"{'road': 'Plaza Nueva', 'neighbourhood': 'Residencial Monte Jardín', 'town': 'Aranjuez', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28300', 'country': 'España', 'country_code': 'es'}",Plaza Nueva,Residencial Monte Jardín,Nuevo Aranjuez-Ciudad de las Artes
273,Toledo,Borox,40.0643502,-3.7393418,"{'road': 'Camino de Aranjuez o de las Barcas', 'village': 'Borox', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45222', 'country': 'España', 'country_code': 'es'}",Camino de Aranjuez o de las Barcas,,
274,Madrid,Parla,40.2303494,-3.7672134,"{'road': 'Calle de Alfonso X El Sabio', 'neighbourhood': 'Las Américas', 'suburb': 'Parla Este', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28983', 'country': 'España', 'country_code': 'es'}",Calle de Alfonso X El Sabio,Las Américas,Parla Este
275,Madrid,Madrid,40.4043015,-3.66459,"{'house_number': '21-23', 'road': 'Calle de Sierra Elvira', 'quarter': 'Numancia', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28038', 'country': 'España', 'country_code': 'es'}",Calle de Sierra Elvira,Numancia,Puente de Vallecas
276,Madrid,Madrid,40.3419687,-3.6878728,"{'road': 'Calle de Godella', 'quarter': 'San Cristóbal', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Calle de Godella,San Cristóbal,Villaverde
277,Madrid,Cobeña,40.5695498,-3.4999067,"{'house_number': '63', 'road': 'Calle Hortensia', 'town': 'Cobeña', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28863', 'country': 'España', 'country_code': 'es'}",Calle Hortensia,,
278,Madrid,Madrid,40.4647578,-3.7026911,"{'road': 'Calle de Benjamín', 'quarter': 'Valdeacederas', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28039', 'country': 'España', 'country_code': 'es'}",Calle de Benjamín,Valdeacederas,Tetuán
279,Madrid,Móstoles,40.3198404,-3.8664536,"{'road': 'Calle Moraleja de Enmedio', 'city': 'Móstoles', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28931', 'country': 'España', 'country_code': 'es'}",Calle Moraleja de Enmedio,,Centro
280,Madrid,Colmenar Viejo,40.6474693,-3.7843419,"{'road': 'Avenida de Juan Pablo II', 'hamlet': 'Navarrosillos-Polígono Sur', 'town': 'Colmenar Viejo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28770', 'country': 'España', 'country_code': 'es'}",Avenida de Juan Pablo II,,San Crispín - La Estación Consorcio
281,Madrid,Aranjuez,40.0342868,-3.593946,"{'amenity': 'Escuela Oficial de Idiomas de Aranjuez', 'house_number': '4', 'road': 'Calle Lucas Jordán', 'quarter': 'Colonia Militar', 'town': 'Aranjuez', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28300', 'country': 'España', 'country_code': 'es'}",Calle Lucas Jordán,Colonia Militar,Foso-Moreras
282,Madrid,Madrid,40.4060404,-3.6965218,"{'road': 'Calle del Marqués de la Valdavia', 'quarter': 'Palos de Moguer', 'suburb': 'Arganzuela', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28012', 'country': 'España', 'country_code': 'es'}",Calle del Marqués de la Valdavia,Palos de Moguer,Arganzuela
283,Madrid,Madrid,40.3440558,-3.7092341,"{'house_number': '7', 'road': 'Calle de Pedro Jiménez', 'quarter': 'Villaverde Alto, Casco Histórico de Villaverde', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Calle de Pedro Jiménez,"Villaverde Alto, Casco Histórico de Villaverde",Villaverde
284,Madrid,Madrid,40.4260458,-3.7137453,"{'amenity': 'Colegio Madres Concepcionistas', 'road': 'Calle de la Princesa', 'quarter': 'Argüelles', 'suburb': 'Moncloa-Aravaca', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28008', 'country': 'España', 'country_code': 'es'}",Calle de la Princesa,Argüelles,Moncloa-Aravaca
285,Madrid,Madrid,40.4637578,-3.7033911,"{'tourism': 'Mad Photo', 'house_number': '1', 'road': 'Calle de Ángel Puech', 'quarter': 'Valdeacederas', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28039', 'country': 'España', 'country_code': 'es'}",Calle de Ángel Puech,Valdeacederas,Tetuán
286,Madrid,Parla,40.2284935,-3.7769246,"{'road': 'Calle de Eduardo Chillida', 'neighbourhood': 'El Prado', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28980', 'country': 'España', 'country_code': 'es'}",Calle de Eduardo Chillida,El Prado,Fuentebella-San Felix-El Leguario
287,Madrid,Madrid,40.4671802,-3.7080651,"{'road': 'Paseo de la Dirección', 'quarter': 'Valdeacederas', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28039', 'country': 'España', 'country_code': 'es'}",Paseo de la Dirección,Valdeacederas,Tetuán
288,Madrid,Madrid,40.3432945,-3.7089766,"{'house_number': '16', 'road': 'Calle de Gilena', 'quarter': 'Villaverde Alto, Casco Histórico de Villaverde', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Calle de Gilena,"Villaverde Alto, Casco Histórico de Villaverde",Villaverde
289,Madrid,Navalafuente,40.8214857,-3.6735554,"{'road': 'Calle Real', 'neighbourhood': 'Sexmo de Lozoya', 'hamlet': 'Las Viñas', 'village': 'Navalafuente', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28729', 'country': 'España', 'country_code': 'es'}",Calle Real,Sexmo de Lozoya,
290,Madrid,Madrid,40.3831822,-3.6677543,"{'road': 'Calle Imagen', 'quarter': 'San Diego', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28018', 'country': 'España', 'country_code': 'es'}",Calle Imagen,San Diego,Puente de Vallecas
291,Madrid,Madrid,40.4019497,-3.7416593,"{'road': 'Calle Concejal Fancisco José Jiménez Martín', 'quarter': 'Cármenes', 'suburb': 'Latina', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28047', 'country': 'España', 'country_code': 'es'}",Calle Concejal Fancisco José Jiménez Martín,Los Cármenes,Latina
292,Madrid,Colmenar Viejo,40.6500693,-3.7867419,"{'road': 'Calle del Transiberiano', 'town': 'Colmenar Viejo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28770', 'country': 'España', 'country_code': 'es'}",Calle del Transiberiano,,San Crispín - La Estación Consorcio
